Timestamp,ID,DLC,Data,Fuel,Odometer,DoorFL,DoorFR,DoorRL,DoorRR,Trunk,ABS_FL,ABS_FR,ABS_RL,ABS_RR,EPS_Torque,Airbag,Battery,Ignition,Lambda,ABS_Active,TCS_Active,FanSpeed,AC,TireTemp,TirePressure
77584,2DE,8,"00 00 80 06 5F FF 0C 8C",0,419507,0,0,0,0,0,0,0,0,0,30726,0,0.20,3,1.17,1,2,6,32,29,0
77612,181,8,"27 42 3A 10 39 20 00 02",0,419507,0,0,0,0,0,0,0,0,0,30726,0,0.20,3,1.17,1,2,6,32,29,0
77642,60D,8,"00 06 00 00 00 00 20 00",0,419507,0,0,0,0,0,0,0,0,0,30726,0,0.20,3,1.17,1,2,6,32,29,0
77673,280,8,"00 C7 40 00 05 A9 1A 40",0,419507,0,0,0,0,0,0,0,0,0,30726,0,0.20,3,1.17,1,2,6,32,29,0
77704,300,1,"00",0,419507,0,0,0,0,0,0,0,0,0,30726,0,0.00,3,1.17,1,2,6,32,29,0
77860,2DE,8,"00 00 80 06 5F FF 0C 8C",0,419507,0,0,0,0,0,0,0,0,0,30726,0,0.00,3,1.17,1,2,6,32,29,0
77884,215,6,"FF F0 FF 00 FF FF",0,419507,0,0,0,0,0,0,0,0,0,30726,0,0.00,3,1.17,1,2,6,32,29,0
77909,300,1,"01",0,419507,0,0,0,0,0,0,0,0,0,30726,0,0.10,3,1.17,1,2,6,32,29,0
77935,215,6,"FF F0 FF 00 FF FF",0,419507,0,0,0,0,0,0,0,0,0,30726,0,0.10,3,1.17,1,2,6,32,29,0
77960,300,1,"01",0,419507,0,0,0,0,0,0,0,0,0,30726,0,0.10,3,1.17,1,2,6,32,29,0
77987,2DE,8,"00 00 80 06 5F FF 0C 8C",0,419507,0,0,0,0,0,0,0,0,0,30726,0,0.10,3,1.17,1,2,6,32,29,0
78016,181,8,"25 4E 3C 10 3A 20 00 02",0,419507,0,0,0,0,0,0,0,0,0,30726,0,0.10,3,1.17,1,2,6,32,29,0
78044,280,8,"00 D5 40 00 05 B6 25 40",0,419507,0,0,0,0,0,0,0,0,0,30726,0,0.10,3,1.17,1,2,6,32,29,0
78074,181,8,"25 4E 3C 10 3A 20 00 02",0,419507,0,0,0,0,0,0,0,0,0,30726,0,0.10,3,1.17,1,2,6,32,29,0
78105,2DE,8,"00 00 80 06 5F FF 0C 8C",0,419507,0,0,0,0,0,0,0,0,0,30726,0,0.10,3,1.17,1,2,6,32,29,0
78136,300,1,"01",0,419507,0,0,0,0,0,0,0,0,0,30726,0,0.10,3,1.17,1,2,6,32,29,0
78169,5C5,8,"40 03 00 90 00 0C 00 7F",0,419507,0,0,0,0,0,0,0,0,0,30726,0,0.10,3,1.17,1,2,6,32,29,0
78203,251,8,"00 00 00 08 00 C0 14 38",0,12588088,0,0,0,0,0,0,0,0,0,30726,0,0.10,3,1.17,1,2,6,32,29,0
78238,181,8,"25 03 3C 10 3A 20 00 02",0,12588088,0,0,0,0,0,0,0,0,0,30726,0,0.10,3,1.17,1,2,6,32,29,0
78273,1F9,8,"20 00 24 EA 00 00 00 00",0,12588088,0,0,0,0,0,0,0,0,0,30726,0,0.10,3,1.17,1,2,6,32,29,0
78433,280,8,"00 A7 40 00 05 A3 07 40",0,12588088,0,0,0,0,0,0,0,0,0,30726,0,0.10,3,1.17,1,2,6,32,29,0
78462,23E,8,"02 00 FF C9 00 DA 00 B0",0,12588088,0,0,0,0,0,0,0,0,0,30726,0,0.10,3,1.17,1,2,6,32,29,0
78500,2DE,8,"00 00 80 06 5F FF 0C 8C",0,12588088,0,0,0,0,0,0,0,0,0,30726,0,0.10,3,1.17,1,2,6,32,29,0
78516,280,8,"00 87 40 00 05 9C F4 00",0,12588088,0,0,0,0,0,0,0,0,0,30726,0,0.10,3,1.17,1,2,6,32,29,0
78532,215,6,"FF F0 FF 00 FF FF",0,12588088,0,0,0,0,0,0,0,0,0,30726,0,0.10,3,1.17,1,2,6,32,29,0
78549,5E4,3,"00 00 00",0,12588088,0,0,0,0,0,0,0,0,0,30726,0,0.10,3,1.17,1,2,6,32,29,0
78567,215,6,"FF F0 FF 00 FF FF",0,12588088,0,0,0,0,0,0,0,0,0,30726,0,0.10,3,1.17,1,2,6,32,29,0
78586,181,8,"22 92 3A 10 3C 20 00 02",0,12588088,0,0,0,0,0,0,0,0,0,30726,0,0.10,3,1.17,1,2,6,32,29,0
78605,5C5,8,"40 03 00 90 00 0C 00 7F",0,419507,0,0,0,0,0,0,0,0,0,30726,0,0.10,3,1.17,1,2,6,32,29,0
78627,1F9,8,"20 00 22 47 00 00 00 00",0,419507,0,0,0,0,0,0,0,0,0,30726,0,0.10,3,1.17,1,2,6,32,29,0
78648,215,6,"FF F0 FF 00 FF FF",0,419507,0,0,0,0,0,0,0,0,0,30726,0,0.10,3,1.17,1,2,6,32,29,0
78671,215,6,"FF F0 FF 00 FF FF",0,419507,0,0,0,0,0,0,0,0,0,30726,0,0.10,3,1.17,1,2,6,32,29,0
78693,216,3,"40 00 00",0,419507,0,0,0,0,0,0,0,0,0,30726,0,0.10,3,1.17,1,2,6,32,29,0
78719,1F9,8,"20 00 21 FC 00 00 00 00",0,419507,0,0,0,0,0,0,0,0,0,30726,0,0.10,3,1.17,1,2,6,32,29,0
78746,181,8,"22 2E 3B 10 3C 20 00 02",0,419507,0,0,0,0,0,0,0,0,0,30726,0,0.10,3,1.17,1,2,6,32,29,0
78895,23E,8,"02 00 FF B8 00 DA 00 A3",0,419507,0,0,0,0,0,0,0,0,0,30726,0,0.10,3,1.17,1,2,6,32,29,0
78913,215,6,"FF F0 FF 00 FF FF",0,419507,0,0,0,0,0,0,0,0,0,30726,0,0.10,3,1.17,1,2,6,32,29,0
78932,215,6,"FF F0 FF 00 FF FF",0,419507,0,0,0,0,0,0,0,0,0,30726,0,0.10,3,1.17,1,2,6,32,29,0
78954,181,8,"21 FC 3B 10 3C 20 00 02",0,419507,0,0,0,0,0,0,0,0,0,30726,0,0.10,3,1.17,1,2,6,32,29,0
78976,2DE,8,"00 00 80 06 5F FF 0C 8C",0,419507,0,0,0,0,0,0,0,0,0,30726,0,0.10,3,1.17,1,2,6,32,29,0
79000,181,8,"21 CA 3C 10 3C 20 00 02",0,419507,0,0,0,0,0,0,0,0,0,30726,0,0.10,3,1.17,1,2,6,32,29,0
79023,5C5,8,"40 03 00 90 00 0C 00 7F",0,419507,0,0,0,0,0,0,0,0,0,30726,0,0.10,3,1.17,1,2,6,32,29,0
79049,2DE,8,"00 00 80 06 5F FF 0C 8C",0,419507,0,0,0,0,0,0,0,0,0,30726,0,0.10,3,1.17,1,2,6,32,29,0
79075,2DE,8,"00 00 80 06 5F FF 0C 8C",0,419507,0,0,0,0,0,0,0,0,0,30726,0,0.10,3,1.17,1,2,6,32,29,0
79101,2DE,8,"00 00 80 06 5F FF 0C 8C",0,419507,0,0,0,0,0,0,0,0,0,30726,0,0.10,3,1.17,1,2,6,32,29,0
79129,2DE,8,"00 00 80 06 5F FF 0C 8C",0,419507,0,0,0,0,0,0,0,0,0,30726,0,0.10,3,1.17,1,2,6,32,29,0
79157,2DE,8,"00 00 80 06 5F FF 0C 8C",0,419507,0,0,0,0,0,0,0,0,0,30726,0,0.10,3,1.17,1,2,6,32,29,0
79186,215,6,"FF F0 FF 00 FF FF",0,419507,0,0,0,0,0,0,0,0,0,30726,0,0.10,3,1.17,1,2,6,32,29,0
79215,251,8,"00 00 00 08 00 80 17 2D",0,8394541,0,0,0,0,0,0,0,0,0,30726,0,0.10,3,1.17,1,2,6,32,29,0
79245,2DE,8,"00 00 80 06 5F FF 0C 8C",0,8394541,0,0,0,0,0,0,0,0,0,30726,0,0.10,3,1.17,1,2,6,32,29,0
79402,181,8,"21 B1 3C 10 3C 20 00 02",0,8394541,0,0,0,0,0,0,0,0,0,30726,0,0.10,3,1.17,1,2,6,32,29,0
79427,5E4,3,"00 00 00",0,8394541,0,0,0,0,0,0,0,0,0,30726,0,0.10,3,1.17,1,2,6,32,29,0
79452,2DE,8,"00 00 80 06 5F FF 0C 8C",0,8394541,0,0,0,0,0,0,0,0,0,30726,0,0.10,3,1.17,1,2,6,32,29,0
79479,215,6,"FF F0 FF 00 FF FF",0,8394541,0,0,0,0,0,0,0,0,0,30726,0,0.10,3,1.17,1,2,6,32,29,0
79506,2DE,8,"00 00 80 06 5F FF 0C 8C",0,8394541,0,0,0,0,0,0,0,0,0,30726,0,0.10,3,1.17,1,2,6,32,29,0
79535,60D,8,"00 06 00 00 00 00 20 00",0,8394541,0,0,0,0,0,0,0,0,0,30726,0,0.10,3,1.17,1,2,6,32,29,0
79563,215,6,"FF F0 FF 00 FF FF",0,8394541,0,0,0,0,0,0,0,0,0,30726,0,0.10,3,1.17,1,2,6,32,29,0
79594,280,8,"00 A9 40 00 05 60 09 40",0,8394541,0,0,0,0,0,0,0,0,0,30726,0,0.10,3,1.17,1,2,6,32,29,0
79625,300,1,"01",0,8394541,0,0,0,0,0,0,0,0,0,30726,0,0.10,3,1.17,1,2,6,32,29,0
79657,215,6,"FF F0 FF 00 FF FF",0,8394541,0,0,0,0,0,0,0,0,0,30726,0,0.10,3,1.17,1,2,6,32,29,0
79689,181,8,"21 E3 3C 10 3C 20 00 02",0,8394541,0,0,0,0,0,0,0,0,0,30726,0,0.10,3,1.17,1,2,6,32,29,0
79724,251,8,"00 00 00 08 00 C0 16 2F",0,12588591,0,0,0,0,0,0,0,0,0,30726,0,0.10,3,1.17,1,2,6,32,29,0
79759,251,8,"00 00 00 08 00 80 21 00",0,8397056,0,0,0,0,0,0,0,0,0,30726,0,0.10,3,1.17,1,2,6,32,29,0
79795,300,1,"01",0,8397056,0,0,0,0,0,0,0,0,0,30726,0,0.10,3,1.17,1,2,6,32,29,0
79831,181,8,"21 B1 3C 10 3C 20 00 02",0,8397056,0,0,0,0,0,0,0,0,0,30726,0,0.10,3,1.17,1,2,6,32,29,0
80001,300,1,"01",0,8397056,0,0,0,0,0,0,0,0,0,30726,0,0.10,3,1.17,1,2,6,32,29,0
80015,1F9,8,"20 00 21 98 00 00 00 00",0,8397056,0,0,0,0,0,0,0,0,0,30726,0,0.10,3,1.17,1,2,6,32,29,0
80031,181,8,"21 7F 3C 10 3C 20 00 02",0,8397056,0,0,0,0,0,0,0,0,0,30726,0,0.10,3,1.17,1,2,6,32,29,0
80048,215,6,"FF F0 FF 00 FF FF",0,8397056,0,0,0,0,0,0,0,0,0,30726,0,0.10,3,1.17,1,2,6,32,29,0
80065,300,1,"01",0,8397056,0,0,0,0,0,0,0,0,0,30726,0,0.10,3,1.17,1,2,6,32,29,0
80084,60D,8,"00 06 00 00 00 00 20 00",0,8397056,0,0,0,0,0,0,0,0,0,30726,0,0.10,3,1.17,1,2,6,32,29,0
80103,181,8,"21 66 3D 10 3D 20 00 02",0,8397056,0,0,0,0,0,0,0,0,0,30726,0,0.10,3,1.17,1,2,6,32,29,0
80123,253,8,"02 75 00 00 E4 01 69 05",0,8397056,0,0,0,0,0,0,0,0,0,30726,0,0.10,3,1.17,1,2,6,32,29,0
80144,181,8,"21 4D 3D 10 3D 20 00 02",0,8397056,0,0,0,0,0,0,0,0,0,30726,0,0.10,3,1.17,1,2,6,32,29,0
80166,181,8,"21 66 3D 10 3D 20 00 02",0,8397056,0,0,0,0,0,0,0,0,0,30726,0,0.10,3,1.17,1,2,6,32,29,0
80189,1F9,8,"20 00 21 66 00 00 00 00",0,8397056,0,0,0,0,0,0,0,0,0,30726,0,0.10,3,1.17,1,2,6,32,29,0
80214,251,8,"00 00 00 08 00 40 10 41",0,4198465,0,0,0,0,0,0,0,0,0,30726,0,0.10,3,1.17,1,2,6,32,29,0
80240,794,3,"15 16 7B",0,4198465,0,0,0,0,0,0,0,0,0,30726,0,0.10,3,1.17,1,2,6,32,29,0
80266,251,8,"00 00 00 08 00 40 14 38",0,4199480,0,0,0,0,0,0,0,0,0,30726,0,0.10,3,1.17,1,2,6,32,29,0
80292,253,8,"03 75 00 00 E1 01 60 05",0,4199480,0,0,0,0,0,0,0,0,0,30726,0,0.10,3,1.17,1,2,6,32,29,0
80445,215,6,"FF F0 FF 00 FF FF",0,4199480,0,0,0,0,0,0,0,0,0,30726,0,0.10,3,1.17,1,2,6,32,29,0
80465,215,6,"FF F0 FF 00 FF FF",0,4199480,0,0,0,0,0,0,0,0,0,30726,0,0.10,3,1.17,1,2,6,32,29,0
80487,300,1,"05",0,4199480,0,0,0,0,0,0,0,0,0,30726,0,0.50,3,1.17,1,2,6,32,29,0
80508,251,8,"00 00 00 08 00 40 16 2F",0,4199983,0,0,0,0,0,0,0,0,0,30726,0,0.50,3,1.17,1,2,6,32,29,0
80531,215,6,"FF F0 FF 00 FF FF",0,4199983,0,0,0,0,0,0,0,0,0,30726,0,0.50,3,1.17,1,2,6,32,29,0
80554,181,8,"21 34 3D 10 3D 20 00 02",0,4199983,0,0,0,0,0,0,0,0,0,30726,0,0.50,3,1.17,1,2,6,32,29,0
80579,181,8,"21 1B 3D 10 3D 20 00 02",0,4199983,0,0,0,0,0,0,0,0,0,30726,0,0.50,3,1.17,1,2,6,32,29,0
80605,1F9,8,"20 00 20 E9 00 00 00 00",0,4199983,0,0,0,0,0,0,0,0,0,30726,0,0.50,3,1.17,1,2,6,32,29,0
80631,181,8,"20 E9 3D 10 3D 20 00 02",0,4199983,0,0,0,0,0,0,0,0,0,30726,0,0.50,3,1.17,1,2,6,32,29,0
80659,215,6,"FF F0 FF 00 FF FF",0,4199983,0,0,0,0,0,0,0,0,0,30726,0,0.50,3,1.17,1,2,6,32,29,0
80686,181,8,"21 02 3D 10 3D 20 00 02",0,4199983,0,0,0,0,0,0,0,0,0,30726,0,0.50,3,1.17,1,2,6,32,29,0
80716,181,8,"21 02 3D 10 3D 20 00 02",0,4199983,0,0,0,0,0,0,0,0,0,30726,0,0.50,3,1.17,1,2,6,32,29,0
80747,300,1,"0E",0,4199983,0,0,0,0,0,0,0,0,0,30726,0,1.40,3,1.17,1,2,6,32,29,0
80778,215,6,"FF F0 FF 00 FF FF",0,4199983,0,0,0,0,0,0,0,0,0,30726,0,1.40,3,1.17,1,2,6,32,29,0
80809,251,8,"00 00 00 08 00 40 16 2F",0,4199983,0,0,0,0,0,0,0,0,0,30726,0,1.40,3,1.17,1,2,6,32,29,0
80967,23D,8,"43 00 00 50 01 E0 00 58",0,4199983,1,1,0,0,0,0,0,0,0,30726,0,1.40,3,1.17,1,2,6,32,29,0
80994,253,8,"02 75 00 00 AA 01 C3 04",0,4199983,1,1,0,0,0,0,0,0,0,30726,0,1.40,3,1.17,1,2,6,32,29,0
81020,181,8,"20 53 3D 10 3D 20 00 02",0,4199983,1,1,0,0,0,0,0,0,0,30726,0,1.40,3,1.17,1,2,6,32,29,0
81048,181,8,"20 53 3D 10 3D 20 00 02",0,4199983,1,1,0,0,0,0,0,0,0,30726,0,1.40,3,1.17,1,2,6,32,29,0
81075,181,8,"20 53 3D 10 3D 20 00 02",0,4199983,1,1,0,0,0,0,0,0,0,30726,0,1.40,3,1.17,1,2,6,32,29,0
81105,181,8,"20 53 39 10 3D 20 00 02",0,4199983,1,1,0,0,0,0,0,0,0,30726,0,1.40,3,1.17,1,2,6,32,29,0
81136,355,7,"04 75 00 00 00 00 0E",0,4199983,1,1,0,0,0,0,0,0,0,30726,0,1.40,3,1.17,1,2,6,32,29,0
81170,23D,8,"63 00 00 4C 01 99 00 58",0,4199983,1,1,0,0,0,0,0,0,0,30726,0,1.40,3,1.17,1,2,6,32,29,0
81203,181,8,"20 53 39 10 3D 20 00 02",0,4199983,1,1,0,0,0,0,0,0,0,30726,0,1.40,3,1.17,1,2,6,32,29,0
81236,300,1,"19",0,4199983,1,1,0,0,0,0,0,0,0,30726,0,2.50,3,1.17,1,2,6,32,29,0
81271,251,8,"00 00 00 08 00 80 11 32",0,8393010,1,1,0,0,0,0,0,0,0,30726,0,2.50,3,1.17,1,2,6,32,29,0
81306,300,1,"19",0,8393010,1,1,0,0,0,0,0,0,0,30726,0,2.50,3,1.17,1,2,6,32,29,0
81350,251,8,"00 00 00 08 00 00 17 2D",0,5933,1,1,0,0,0,0,0,0,0,30726,0,2.50,3,1.17,1,2,6,32,29,0
81370,5E4,3,"00 00 00",0,5933,1,1,0,0,0,0,0,0,0,30726,0,2.50,3,1.17,1,2,6,32,29,0
81392,253,8,"02 76 00 00 79 01 36 04",0,5933,1,1,0,0,0,0,0,0,0,30726,0,2.50,3,1.18,1,2,6,32,29,0
81539,551,8,"4E E9 00 80 00 02 80 FF",0,5933,1,1,0,0,0,0,0,0,0,30726,0,2.50,3,1.18,1,2,6,32,29,0
81554,251,8,"00 00 00 08 00 40 10 41",0,4198465,1,1,0,0,0,0,0,0,0,30726,0,2.50,3,1.18,1,2,6,32,29,0
81570,181,8,"20 9E 3A 10 3D 20 00 02",0,4198465,1,1,0,0,0,0,0,0,0,30726,0,2.50,3,1.18,1,2,6,32,29,0
81588,181,8,"20 9E 3B 10 3D 20 00 02",0,4198465,1,1,0,0,0,0,0,0,0,30726,0,2.50,3,1.18,1,2,6,32,29,0
81605,181,8,"20 B7 3B 10 3D 20 00 02",0,4198465,1,1,0,0,0,0,0,0,0,30726,0,2.50,3,1.18,1,2,6,32,29,0
81623,251,8,"00 00 00 08 00 40 14 38",0,4199480,1,1,0,0,0,0,0,0,0,30726,0,2.50,3,1.18,1,2,6,32,29,0
81643,251,8,"00 00 00 08 00 C0 16 2F",0,12588591,1,1,0,0,0,0,0,0,0,30726,0,2.50,3,1.18,1,2,6,32,29,0
81664,251,8,"00 00 00 08 00 00 17 2D",0,5933,1,1,0,0,0,0,0,0,0,30726,0,2.50,3,1.18,1,2,6,32,29,0
81686,300,1,"16",0,5933,1,1,0,0,0,0,0,0,0,30726,0,2.20,3,1.18,1,2,6,32,29,0
81710,23E,8,"02 00 FF B5 00 DA 00 B0",0,5933,1,1,0,0,0,0,0,0,0,30726,0,2.20,3,1.18,1,2,6,32,29,0
81734,2DE,8,"00 00 80 06 5F FF 0C 8C",0,5933,1,1,0,0,0,0,0,0,0,30726,0,2.20,3,1.18,1,2,6,32,29,0
81760,2DE,8,"00 00 80 06 5F FF 0C 8C",0,5933,1,1,0,0,0,0,0,0,0,30726,0,2.20,3,1.18,1,2,6,32,29,0
81786,251,8,"00 00 00 08 00 40 16 2F",0,4199983,1,1,0,0,0,0,0,0,0,30726,0,2.20,3,1.18,1,2,6,32,29,0
